Bank 0: [np.float32(-0.0012734495), -0.072265625, -0.039306640625, -0.064453125, -0.0810546875, -0.05859375, -0.083984375, 0.125, 0.0286865234375, -0.08935546875, -0.13671875, -0.056640625, -0.056640625, 0.044921875, -0.10107421875, -0.0133056640625, -0.0576171875, -0.1708984375, 0.0986328125, 0.13671875, -0.06396484375, -0.1376953125, 0.0296630859375, 0.0027008056640625, 0.031982421875, 0.0732421875, -0.07275390625, 0.1416015625, 0.12890625, 0.06591796875, 0.162109375, -0.16796875]
Bank 1: [np.float32(0.0062392913), -0.038818359375, -0.1533203125, 0.0341796875, 0.04248046875, 0.052734375, -0.0308837890625, 0.1015625, 0.1630859375, 0.1484375, 0.15234375, 0.06982421875, 0.0703125, 0.04248046875, -0.10791015625, 0.0859375, -0.0255126953125, -0.04541015625, -0.09033203125, 0.11279296875, 0.134765625, 0.17578125, -0.06640625, 0.1513671875, -0.0279541015625, 0.019287109375, 0.1513671875, -0.171875, -0.023681640625, 0.0732421875, 0.032958984375, 0.032958984375]
Bank 2: [np.float32(-0.007170299), -0.0888671875, 0.10595703125, -0.115234375, -0.1435546875, -0.05224609375, -0.166015625, -0.1142578125, 0.171875, 0.0927734375, 0.043701171875, 0.042236328125, -0.09765625, 0.0027618408203125, -0.1513671875, -0.11572265625, -0.06640625, -0.07470703125, 0.1640625, -0.03564453125, -0.0986328125, -0.142578125, 0.0013885498046875, -0.08544921875, -0.11572265625, 0.0133056640625, 0.09765625, -0.08837890625, 0.0810546875, -0.056640625, -0.1513671875, 0.09814453125]
Bank 3: [np.float32(0.012350969), -0.10400390625, -0.10595703125, -0.1669921875, 0.126953125, 0.1201171875, -0.0771484375, -0.12109375, 0.1103515625, -0.02490234375, 0.16796875, 0.16796875, 0.0245361328125, -0.1533203125, 0.0849609375, 0.1240234375, -0.0194091796875, -0.09326171875, 0.0257568359375, 0.1669921875, 0.035888671875, 0.037109375, -0.08984375, 0.16796875, 0.09765625, -0.0002574920654296875, 0.0654296875, 0.08984375, 0.00775146484375, -0.01544189453125, 0.11767578125, -0.0260009765625]
Bank 4: [np.float32(-0.0030156067), -0.1484375, -0.054931640625, -0.06103515625, 0.06591796875, -0.134765625, 0.1689453125, 0.1533203125, 0.0830078125, -0.058837890625, 0.0169677734375, 0.10546875, 0.0478515625, 0.027099609375, -0.060791015625, 0.08154296875, 0.1103515625, 0.09814453125, 0.16796875, -0.07080078125, -0.1298828125, 0.0771484375, 0.08642578125, -0.10986328125, 0.1650390625, -0.12890625, -0.046142578125, -0.051025390625, -0.1630859375, 0.16796875, 0.1708984375, -0.1591796875]
Bank 5: [np.float32(-0.0015006904), 0.09912109375, -0.11865234375, -0.154296875, -0.12060546875, -0.00390625, 0.01068115234375, 0.051025390625, 0.048095703125, 0.119140625, 0.1240234375, 0.1171875, -0.053466796875, 0.04345703125, 0.087890625, 0.024658203125, 0.1748046875, 0.0830078125, 0.00531005859375, -0.08203125, -0.1689453125, 0.046875, -0.166015625, -0.1552734375, -0.08984375, -0.11572265625, -0.1669921875, 0.1181640625, 0.09228515625, 0.1708984375, 0.01104736328125, 0.0556640625]
Bank 6: [np.float32(-0.0019732974), -0.103515625, 0.0111083984375, 0.154296875, -0.10400390625, 0.1455078125, 0.17578125, 0.044921875, -0.1416015625, -0.1591796875, -0.15625, 0.169921875, 0.10546875, -0.00885009765625, 0.034912109375, -0.06396484375, -0.07177734375, 0.0771484375, -0.10986328125, 0.1611328125, 0.10498046875, -0.125, 0.11083984375, 0.052490234375, -0.1298828125, -0.1162109375, -0.1484375, -0.1494140625, 0.140625, 0.146484375, -0.08251953125, -0.162109375]
Bank 7: [np.float32(0.0018832628), 0.026611328125, 0.1591796875, -0.08447265625, -0.0361328125, -0.060791015625, 0.1611328125, 0.03564453125, -0.07958984375, 0.056640625, -0.012451171875, 0.150390625, -0.0118408203125, 0.01141357421875, 0.052490234375, -0.005828857421875, 0.01324462890625, 0.1435546875, -0.1005859375, 0.01409912109375, -0.0242919921875, -0.0211181640625, -0.030517578125, 0.0400390625, -0.166015625, 0.162109375, 0.1025390625, -0.146484375, 0.00750732421875, -0.051513671875, -0.16015625, -0.0081787109375]
Bank 8: [np.float32(0.000863757), -0.04052734375, -0.126953125, -0.037841796875, -0.1328125, 0.1513671875, 0.1416015625, -0.091796875, 0.024658203125, -0.03076171875, -0.0084228515625, -0.142578125, -0.1376953125, 0.1611328125, 0.08349609375, -0.060546875, -0.04296875, -0.1591796875, -0.06982421875, -0.140625, -0.166015625, 0.173828125, -0.14453125, 0.1728515625, -0.034912109375, -0.06298828125, -0.01019287109375, 0.138671875, 0.1474609375, -0.004608154296875, -0.031005859375, -0.1298828125]
Bank 9: [np.float32(-0.0054107867), -0.061767578125, -0.048583984375, 0.048095703125, 0.047119140625, 0.049560546875, -0.11572265625, 0.0299072265625, -0.17578125, 0.0252685546875, 0.06884765625, 0.1708984375, 0.04736328125, -0.1611328125, 0.06201171875, -0.158203125, 0.0301513671875, -0.06884765625, 0.099609375, -0.146484375, 0.08154296875, -0.076171875, 0.052490234375, 0.0595703125, 0.158203125, 0.1708984375, 0.142578125, -0.173828125, -0.091796875, -0.09716796875, -0.0673828125, -0.046875]
Bank 10: [np.float32(0.00030962564), -0.17578125, -0.0194091796875, 0.0277099609375, 0.09228515625, 0.1318359375, 0.162109375, 0.0810546875, -0.080078125, 0.052978515625, 0.044677734375, -0.1494140625, -0.09228515625, 0.12890625, -0.01287841796875, -0.1650390625, -0.1142578125, -0.07373046875, -0.00244140625, -0.0458984375, -0.1015625, 0.1064453125, -0.10693359375, 0.083984375, 0.030029296875, 0.05859375, 0.05712890625, -0.1240234375, -0.04248046875, -0.1298828125, -0.1298828125, 0.12255859375]
Bank 11: [np.float32(-0.0017440249), -0.09814453125, 0.02685546875, -0.07763671875, 0.1337890625, -0.08349609375, -0.16015625, -0.04443359375, 0.01458740234375, -0.016357421875, -0.00136566162109375, 0.10205078125, 0.0859375, -0.06982421875, 0.06787109375, -0.17578125, 0.1435546875, -0.142578125, -0.1748046875, 0.04833984375, -0.041748046875, 0.0966796875, -0.0712890625, 0.169921875, 0.11865234375, -0.17578125, 0.044677734375, 0.03955078125, -0.1484375, -0.12060546875, -0.0869140625, -0.12255859375]
Bank 12: [np.float32(0.00097226165), -0.0673828125, -0.140625, -0.134765625, -0.03955078125, -0.09716796875, 0.019287109375, -0.1279296875, -0.10791015625, -0.03857421875, -0.05712890625, 0.0244140625, 0.1279296875, 0.06787109375, 0.07861328125, -0.08447265625, 0.1513671875, 0.0034332275390625, 0.1298828125, 0.00946044921875, 0.046875, 0.0111083984375, -0.056884765625, 0.15625, -0.15625, 0.08154296875, 0.109375, -0.0927734375, 0.00897216796875, -0.10546875, 0.04638671875, -0.0703125]
Bank 13: [np.float32(-0.006037509), 0.06005859375, -0.1513671875, -0.01470947265625, 0.0216064453125, -0.1748046875, -0.07177734375, -0.1064453125, -0.1728515625, -0.10302734375, 0.029541015625, -0.0157470703125, -0.11962890625, -0.064453125, 0.06884765625, -0.1318359375, -0.050537109375, -0.07470703125, 0.162109375, -0.08837890625, -0.019287109375, 0.046630859375, -0.027099609375, 0.06396484375, 0.12353515625, -0.1572265625, -0.126953125, -0.06787109375, 0.068359375, -0.1669921875, -0.08544921875, 0.166015625]
Bank 14: [np.float32(0.00047622388), 0.1083984375, 0.1455078125, -0.1484375, 0.0625, 0.1689453125, -0.150390625, 0.08837890625, 0.01513671875, -0.05908203125, 0.00787353515625, 0.049072265625, -0.0302734375, 0.01092529296875, -0.146484375, -0.1337890625, 0.0181884765625, -0.01251220703125, 0.07275390625, -0.02197265625, 0.10205078125, 0.0220947265625, 0.0286865234375, 0.1640625, -0.11669921875, -0.08544921875, -0.146484375, 0.005279541015625, 0.0322265625, -0.04833984375, -0.162109375, 0.00811767578125]
Bank 15: [np.float32(0.0009517288), 0.050537109375, 0.169921875, 0.09375, 0.0576171875, -0.07373046875, -0.002044677734375, 0.013671875, 0.061279296875, 0.1416015625, -0.09912109375, 0.068359375, -0.1376953125, -0.09912109375, 0.03564453125, -0.08154296875, -0.130859375, -0.12353515625, 0.08203125, -0.028564453125, 0.00799560546875, -0.05712890625, -0.0279541015625, 0.06689453125, -0.173828125, -0.08447265625, 0.10107421875, 0.09912109375, 0.047607421875, 0.07568359375, -0.0693359375, 0.028564453125]
Bank 16: [np.float32(0.0043681078), 0.07421875, 0.0274658203125, -0.09912109375, -0.1611328125, 0.10498046875, 0.039306640625, 0.1396484375, 0.0712890625, -0.10302734375, -0.1640625, 0.0986328125, -0.0966796875, -0.0556640625, -0.1533203125, -0.0223388671875, -0.1318359375, -0.08935546875, 0.0380859375, 0.0556640625, 0.11181640625, 0.041015625, -0.0654296875, 0.07373046875, 0.03466796875, 0.021484375, 0.09228515625, 0.1357421875, 0.09375, -0.09912109375, 0.1376953125, -0.046875]
Bank 17: [np.float32(-0.0086513935), 0.0025787353515625, -0.154296875, 0.1533203125, -0.014404296875, 0.037353515625, -0.16015625, 0.0859375, -0.051025390625, 0.162109375, -0.1044921875, -0.0087890625, 0.048095703125, -0.06884765625, -0.06298828125, -0.125, -0.0576171875, 0.048095703125, 0.11083984375, 0.064453125, -0.0966796875, -0.15625, -0.039794921875, -0.060302734375, 0.06298828125, 0.10400390625, 0.0255126953125, -0.0927734375, -0.0218505859375, 0.12109375, 0.08837890625, -0.1142578125]
Bank 18: [np.float32(0.0018154862), -0.123046875, -0.0322265625, 0.0167236328125, 0.058349609375, -0.0296630859375, 0.0849609375, -0.03857421875, -0.080078125, 0.12353515625, 0.060791015625, -0.00173187255859375, 0.04150390625, -0.08154296875, 0.0556640625, 0.0024261474609375, 0.072265625, 0.1728515625, -0.047607421875, 0.162109375, -0.07470703125, -0.0322265625, -0.0225830078125, 0.0025787353515625, -0.1220703125, 0.1318359375, -0.052490234375, -0.052978515625, 0.056396484375, -0.0478515625, -0.0947265625, -0.03125]
